task_id,arm,seed,epoch,train_loss,val_loss,curved_parent_mse,planar_parent_mse,edge_parent_mse,entropy_perplexity,coverage,unique_bins,lr,lr_after_scheduler,preclip_grad_norm,grad_clip_was_effective,train_batches,finite_train_batches,skipped_train_batches,val_batches,finite_val_batches,finite_val_samples,nonfinite_loss_batches,nonfinite_gradient_batches,nonfinite_state_batches,nonfinite_state_audits,nonfinite_val_batches,nonfinite_val_samples,training_state_finite,finite_state_audit_status
rvq_2x4096_64d_random:seed3,rvq_2x4096_64d_random,3,0,0.34978712,0.06048279,0.11087178225212854,0.05483851558696487,0.044430734560464515,638.4238592015683,0.4052734375,3320,0.0003,0.0003,14928503.0,True,469,469,0,94,94,12000,0,0,0,0,0,0,True,finite
rvq_2x4096_64d_random:seed3,rvq_2x4096_64d_random,3,1,0.12727625,0.02516539,0.053387069128175174,0.010651621906186412,0.023273375614947786,1109.0616977169364,0.5355224609375,4387,0.0003,0.0003,2.399878978729248,True,469,469,0,94,94,12000,0,0,0,0,0,0,True,finite
rvq_2x4096_64d_random:seed3,rvq_2x4096_64d_random,3,2,0.10133313,0.02232806,0.04758447308239488,0.009302751452964381,0.018078751062415476,1410.4060080305119,0.6219482421875,5095,0.0003,0.0003,2.1879751682281494,True,469,469,0,94,94,12000,0,0,0,0,0,0,True,finite
rvq_2x4096_64d_random:seed3,rvq_2x4096_64d_random,3,3,0.08260879,0.01644005,0.03723691963834976,0.006389193669777745,0.01241370302649167,1457.2224090525763,0.660888671875,5414,0.0003,0.0003,2.2248735427856445,True,469,469,0,94,94,12000,0,0,0,0,0,0,True,finite
rvq_2x4096_64d_random:seed3,rvq_2x4096_64d_random,3,4,0.05932126,0.01132618,0.025745298424112422,0.004985425481565835,0.008027661671538209,1573.6538115100495,0.686767578125,5626,0.0003,0.0003,1.2400240898132324,True,469,469,0,94,94,12000,0,0,0,0,0,0,True,finite
rvq_2x4096_64d_random:seed3,rvq_2x4096_64d_random,3,5,0.05021843,0.00881687,0.01963590238100998,0.00412068738223356,0.006348396904455458,1606.4510607345974,0.688232421875,5638,0.0003,0.0003,0.4221073091030121,False,469,469,0,94,94,12000,0,0,0,0,0,0,True,finite
rvq_2x4096_64d_random:seed3,rvq_2x4096_64d_random,3,6,0.04037243,0.00674189,0.01608673311921783,0.0028016811016089585,0.004406860039104279,1689.9517735077027,0.7100830078125,5817,0.0003,0.0003,1.4759215116500854,True,469,469,0,94,94,12000,0,0,0,0,0,0,True,finite
rvq_2x4096_64d_random:seed3,rvq_2x4096_64d_random,3,7,0.03066681,0.00621183,0.014039944243989853,0.0030036657290981607,0.0038643009598608126,1743.5735160148267,0.715576171875,5862,0.0003,0.0003,0.40863490104675293,False,469,469,0,94,94,12000,0,0,0,0,0,0,True,finite
rvq_2x4096_64d_random:seed3,rvq_2x4096_64d_random,3,8,0.02557403,0.00568397,0.013971149346890813,0.002726385437349969,0.0035067640074514833,1715.0746677450625,0.7122802734375,5835,0.0003,0.0003,0.22462500631809235,False,469,469,0,94,94,12000,0,0,0,0,0,0,True,finite
rvq_2x4096_64d_random:seed3,rvq_2x4096_64d_random,3,9,0.02626545,0.00461765,0.011880799511446223,0.0018631524606061987,0.002643302395821789,1797.6520045120749,0.7275390625,5960,0.0003,0.0003,0.18923117220401764,False,469,469,0,94,94,12000,0,0,0,0,0,0,True,finite
